label_verbose,label,verb,verbmorph,verbmorph2,matrix_subject_type_2,matrix_subject_type_3,emb_cl_length,interv_material_macl_embcl,horror_aequi,ehms_etc_narrow,ehms_etc_broad,alpha_persistence_50,alpha_persistence_100,alpha_persistence,alpha_pers_distance,beta_pers_distance,ln_beta_pers_distance,beta_persistence_2,ttrpassage,adv_beginning,adv_afterend,matrix_negation,matrix_auxiliary,complement_subject,I_THINK_alert,verbid,morphid,text,speaker,speaker_age2,speaker_age,speaker_sex,area,area2,county,latitude,corpus
zeroTHAT,1,know,c_past,c_past,I,I,5,0,no,0,2,no,no,zero,260,117,4.762,0,7.5,no,no,no,no,yes,no,no,no,SOM_028,SRLM_WT,87,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,5,0,no,0,3,no,no,zero,1155,48,3.871,3,5.8,no,no,no,no,yes,no,no,yes,NTT_005,NotA52,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,5,1,no,0,0,no,no,zero,195,94,4.543,0,6.9,no,no,no,no,no,no,no,no,WES_016,WesDT,80,old     ,female,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,5,2,no,0,1,no,no,zero,649,13,2.565,2,7.5,no,no,no,no,yes,no,yes,yes,NTT_005,NotA52,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,no,no,zero,1146,75,4.317,2,7.2,no,no,no,no,no,no,yes,yes,PER_001,PerSS,84,old     ,male,SCL,d_Scotland,PER     ,56.37,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,no,no,zero,1266,28,3.332,1,7.1,no,no,no,no,yes,no,no,yes,SOM_032,SRLM_HG,82,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,no,no,zero,356,129,4.86,0,7.2,no,no,no,no,yes,no,no,no,KEN_002,FK,88,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,no,no,zero,82,48,3.871,1,7,no,no,no,no,yes,no,no,no,NTT_012,ALI,78,old     ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,no,no,zero,850,139,4.934,0,7.2,no,no,no,no,yes,no,no,no,YKS_008,YksMW,NA,        ,female,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,0,yes,yes,explicit,17,13,2.565,5,6.9,no,no,no,no,no,no,no,yes,HEB_011,Heb7,65,young   ,male,Heb,d_Scotland,HEB     ,57.5,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,1,no,no,zero,5,52,3.951,2,7.2,no,no,no,no,yes,no,no,no,ELN_012,ElnAG,NA,        ,male,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,no,0,2,no,no,zero,388,17,2.833,1,7,no,no,no,no,yes,no,no,no,DEV_009,TCA_WH,79,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,0,yes,0,0,no,no,zero,694,9,2.197,3,7.1,no,no,yes,no,no,no,yes,no,NTT_013,NotA8,NA,        ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,6,2,no,0,0,no,no,zero,71,3,1.099,4,7.5,no,no,no,no,yes,no,yes,no,KEN_009,KentAW1,81,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,118,86,4.454,1,6.9,no,no,no,no,no,no,no,yes,YKS_003,YksSL,NA,        ,male,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,13,16,2.773,1,6.6,no,no,no,no,yes,no,no,no,SFK_011,JRS,85,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,14,28,3.332,2,6.9,no,yes,no,no,no,no,yes,yes,CON_009,ICS_EW,66,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,177,94,4.543,1,6.9,no,no,no,no,yes,no,no,no,SFK_006,EJM,80,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,2392,86,4.454,1,7.8,no,no,yes,no,no,no,no,yes,SOM_010,SRLM_WB,76,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,0,no,no,zero,42,95,4.554,1,7.4,no,no,no,no,no,no,no,no,SFK_007,RR1,70,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,0,2,no,no,zero,789,69,4.234,1,7.6,no,no,no,no,yes,no,no,no,LND_002,EB,56,young   ,female,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,7,0,no,1,3,no,no,zero,2222,7,1.946,5,7.2,no,yes,no,no,yes,no,no,no,LND_001,CA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,8,0,no,0,0,no,no,zero,411,72,4.277,2,7.5,no,no,no,no,no,no,no,yes,YKS_008,YksMW,NA,        ,female,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,8,0,no,0,0,no,no,zero,607,8,2.079,4,6.7,no,no,no,no,no,no,yes,no,DEV_008,TCA_K,NA,        ,female,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,8,0,no,0,0,yes,yes,explicit,31,30,3.401,2,7.8,no,no,no,no,no,no,yes,yes,WES_016,WesDT,80,old     ,female,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,9,0,no,0,0,no,no,explicit,121,63,4.143,3,6.9,no,no,no,no,yes,no,no,yes,SFK_003,EF1,79,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,9,0,no,0,0,no,no,zero,23,86,4.454,1,6.9,no,no,no,no,no,no,yes,yes,CON_009,ICS_EW,66,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,know,c_past,c_past,I,I,9,0,no,0,3,no,no,zero,153,9,2.197,2,7.3,no,yes,no,no,yes,no,no,no,LAN_012,LanEG,71,young   ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,it,it,3,0,yes,0,0,no,no,zero,54,1,0,7,6.7,no,no,no,no,no,no,no,yes,SFK_028,SufHJT2,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,10,6,no,0,0,no,no,zero,891,62,4.127,1,7.6,yes,no,no,no,no,no,no,yes,KEN_001,JC,89,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,3,0,no,0,0,no,no,zero,135,45,3.807,1,6.2,no,no,no,no,yes,no,no,yes,WES_019,WesZb,70,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,3,0,no,0,0,no,no,zero,183,97,4.575,1,8,no,no,no,no,yes,no,yes,no,SFK_034,SufSMW,79,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,3,0,no,0,3,no,no,zero,81,110,4.7,0,6.7,no,no,no,no,yes,no,yes,no,NTT_005,NotA52,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,3,0,yes,0,0,no,no,zero,6,1,0,9,6.9,no,no,no,no,no,no,yes,yes,SFK_028,SufHJT2,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,4,0,no,0,0,no,no,explicit,236,13,2.565,1,6.4,no,no,no,no,no,no,no,no,WES_017,WesDX,81,old     ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,4,0,no,0,0,no,no,explicit,730,74,4.304,1,6.6,no,no,no,no,yes,no,yes,yes,SOM_019,SRLM_W,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,4,0,no,0,0,no,no,zero,154,89,4.489,3,7.1,no,no,no,no,yes,no,no,yes,SFK_003,EF1,79,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,4,0,no,0,5,no,no,zero,40,56,4.025,1,6.7,no,no,no,no,yes,no,no,yes,LND_003,FM,67,young   ,female,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,5,0,no,0,0,no,no,zero,28,13,2.565,5,6.8,no,no,no,no,yes,no,yes,no,SFK_003,EF1,79,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,5,0,no,0,0,no,no,zero,42,91,4.511,1,6.6,no,no,no,no,yes,no,no,no,SOM_019,SRLM_W,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,5,0,no,0,1,no,no,zero,542,60,4.094,2,6.7,no,no,no,no,no,no,no,no,MLN_006,MlnRH,NA,        ,male,SCL,d_Scotland,MLN     ,55.92,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,5,0,no,0,3,no,no,zero,260,80,4.382,1,6.8,no,no,no,no,yes,no,no,no,DEV_007,TCA_EA,93,old     ,female,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,6,0,no,0,0,no,no,zero,567,105,4.654,0,7.1,no,no,no,no,yes,no,no,yes,SAL_020,IBErDi,82,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,6,0,no,0,0,no,no,zero,616,71,4.263,1,7.3,no,no,no,no,yes,no,no,yes,SFK_009,JR1,50,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,7,0,no,0,0,no,no,zero,1201,150,5.011,0,6.6,no,no,no,no,yes,no,no,yes,SFK_004,ELF,71,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,other,a_other,9,0,no,0,0,no,no,zero,458,24,3.178,1,7.4,no,no,no,no,yes,no,no,no,NTT_016,NotA48,NA,        ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,13,0,no,0,0,no,no,zero,117,57,4.043,4,5.7,no,no,no,no,yes,no,no,no,SOM_013,SRLM_GG,78,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,19,0,no,0,0,no,no,zero,205,78,4.357,2,6.2,no,no,no,no,no,no,no,yes,YKS_007,YksML,NA,        ,male,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,5,0,no,0,1,no,no,explicit,426,57,4.043,2,7.1,no,no,no,no,no,no,yes,yes,ROC_002,RocPN,79,old     ,male,SCH,d_Scotland,ROC     ,57.81,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,5,2,no,0,4,no,no,zero,103,241,5.485,0,7.5,no,no,no,no,yes,no,no,no,LAN_001,LanD1B,76,old     ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,5,2,yes,0,0,no,no,zero,438,62,4.127,1,7.9,no,no,no,no,no,no,no,no,WIL_004,TrbrDP,80,old     ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,7,0,no,0,0,no,no,zero,19,3,1.099,2,6.3,no,no,no,no,no,no,no,yes,HEB_035,Heb68,68,young   ,female,Heb,d_Scotland,HEB     ,57.5,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,7,0,no,0,5,no,no,zero,10,28,3.332,1,7.9,no,no,no,no,yes,no,no,yes,LND_003,FM,67,young   ,female,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,8,0,no,0,0,no,no,zero,181,79,4.369,3,7.2,no,no,no,no,yes,no,no,no,NTT_010,NotA85,72,young   ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,she,a_other,8,0,no,0,4,no,no,explicit,228,36,3.584,3,7.4,no,no,no,no,yes,no,no,no,LND_003,FM,67,young   ,female,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,11,2,no,0,0,no,no,zero,151,300,5.704,0,6.8,no,no,no,no,yes,no,no,no,SFK_007,RR1,70,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,14,0,no,0,2,no,no,zero,2108,112,4.718,0,6.7,no,no,no,no,no,no,no,no,MDX_002,CP,NA,        ,male,SE,b_England,MDX     ,51.59,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,14,0,no,0,2,no,no,zero,405,34,3.526,2,7.2,no,no,no,no,no,no,yes,no,WIL_007,TrbrBJ,NA,        ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,18,0,no,0,0,no,no,zero,250,55,4.007,2,6.8,no,yes,no,no,yes,no,no,yes,SFK_018,SufEF2,79,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,0,no,no,zero,152,8,2.079,4,7.4,no,no,no,no,yes,no,no,no,KCD_001,KcdRS,71,young   ,male,SCL,d_Scotland,KCD     ,56.97,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,0,no,no,zero,154,64,4.159,2,8.1,no,no,no,no,yes,no,no,yes,SFK_033,SufGCS2,75,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,0,no,no,zero,2,15,2.708,2,7.2,no,no,no,no,yes,no,no,yes,WES_005,WesBE,74,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,0,no,no,zero,356,5,1.609,4,6.5,no,no,no,no,yes,no,yes,no,SOM_021,SRLM_R,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,0,no,no,zero,60,26,3.258,3,7.7,no,no,no,no,no,no,no,no,NTT_007,NotA65,86,old     ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,3,0,no,0,1,no,no,zero,1819,39,3.664,1,7,no,no,no,no,no,no,no,yes,KEN_006,WS,84,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,4,0,no,0,0,no,no,explicit,608,27,3.296,2,7.3,no,no,no,no,no,no,no,yes,KEN_004,KentPB,87,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,4,0,no,0,0,no,no,zero,493,113,4.727,0,6.1,no,no,no,no,no,no,no,no,SFK_007,RR1,70,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,0,no,0,0,no,no,zero,405,250,5.521,0,7.8,no,no,no,no,yes,no,no,yes,SFK_036,WT,68,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,0,no,0,1,no,no,explicit,1223,4,1.386,2,7.6,no,no,no,no,yes,no,yes,yes,LND_007,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,0,no,0,2,no,no,explicit,734,60,4.094,1,7.8,no,no,no,no,yes,no,no,no,LND_007,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,0,no,0,2,no,no,zero,224,303,5.714,0,6.8,no,no,no,no,yes,no,no,no,LAN_006,LanD1P,71,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,0,no,0,9,no,no,zero,1009,81,4.394,1,7.5,no,no,no,no,yes,no,no,no,LND_003,FM,67,young   ,female,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,5,3,no,1,2,no,no,zero,481,192,5.257,0,6.7,no,no,no,no,yes,no,no,yes,LAN_001,LanD1B,76,old     ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,0,no,no,zero,150,11,2.398,2,8.1,no,no,no,no,yes,no,yes,yes,KEN_004,KentPB,87,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,0,no,no,zero,640,16,2.773,5,8.2,no,no,no,no,yes,no,no,no,KEN_004,KentPB,87,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,0,no,no,zero,65,89,4.489,1,7,no,no,no,no,yes,no,no,no,NTT_002,NotA25,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,0,no,no,zero,944,304,5.717,0,8.3,no,no,no,no,yes,no,no,no,SAL_037,IBHP,69,young   ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,1,no,no,zero,218,212,5.357,0,7.6,no,no,no,no,yes,no,yes,yes,LND_007,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,0,1,no,no,zero,560,88,4.477,1,7.2,no,no,no,no,yes,no,no,yes,WAR_001,Wal128LG,NA,        ,male,Mid,b_England,WAR     ,52.57,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,0,no,1,1,no,no,zero,434,21,3.045,2,7.4,no,no,no,no,yes,no,no,no,KEN_003,HM,85,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,6,4,no,0,0,no,no,explicit,182,9,2.197,2,6.9,no,no,no,no,yes,no,no,no,WIL_006,TrbrGSR,66,young   ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,7,0,no,0,0,no,no,zero,55,54,3.989,3,7.4,no,no,no,no,no,no,no,no,SFK_030,SufGCS2,75,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,7,0,no,0,0,no,no,zero,95,107,4.673,0,7.4,no,no,no,no,no,no,no,no,GLA_002,BedHT,78,old     ,male,Wal,c_Wales,GLA     ,51.64,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,7,0,no,0,0,no,yes,explicit,55,7,1.946,6,6.3,no,no,no,no,no,no,no,no,GLA_002,BedHT,78,old     ,male,Wal,c_Wales,GLA     ,51.64,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,8,0,no,0,0,no,no,zero,151,14,2.639,3,6.9,no,no,no,no,no,no,no,no,SFK_009,JR1,50,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,they,a_other,8,0,no,0,5,no,no,zero,403,156,5.05,0,6.6,no,no,no,no,no,no,no,no,LAN_003,Lang1p,76,old     ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,10,0,no,0,1,no,no,zero,430,10,2.303,1,6.2,no,no,no,no,yes,no,no,yes,LAN_011,LanMJ,47,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,12,0,no,0,0,no,yes,explicit,89,15,2.708,2,6.5,no,no,no,no,yes,no,no,no,SFK_036,WT,68,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,17,0,yes,0,0,no,no,zero,109,24,3.178,4,6.2,no,no,no,no,no,no,no,no,SFK_011,JRS,85,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,17,2,no,0,0,no,no,explicit,846,42,3.738,2,7.9,yes,no,no,no,no,no,no,yes,SOM_019,SRLM_W,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,18,0,no,0,3,no,no,explicit,217,8,2.079,1,7.1,no,no,no,no,yes,no,no,no,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,2,0,no,0,0,no,no,zero,91,63,4.143,3,6.4,no,no,no,no,yes,no,no,yes,WES_002,WesAE,76,old     ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,26,0,no,0,0,no,no,zero,55,49,3.892,1,7.7,no,no,no,no,yes,no,no,no,CON_010,ICS_RM,70,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,3,0,no,0,0,no,no,zero,121,47,3.85,1,7.1,no,no,no,no,no,no,no,yes,WIL_008,TrbrRCC,71,young   ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,3,0,no,0,0,no,no,zero,284,4,1.386,1,5.9,no,no,no,no,yes,no,no,no,SFK_021,SufHED2,78,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,3,0,no,0,2,no,no,zero,574,41,3.714,1,6.9,no,no,no,no,no,no,no,no,SOM_005,SRLM_RF,76,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,0,0,no,no,zero,204,168,5.124,0,7.3,no,no,no,no,no,no,no,no,SOM_027,SRLM_GP,NA,        ,female,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,0,0,no,no,zero,456,44,3.784,1,6.5,no,no,no,no,no,no,yes,yes,SOM_019,SRLM_W,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,0,0,no,no,zero,85,54,3.989,3,7.2,no,yes,no,no,yes,no,no,no,SAL_023,IBME,76,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,0,0,no,no,zero,997,7,1.946,6,7.3,no,yes,no,no,no,no,no,no,SFK_028,SufHJT2,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,0,1,no,no,zero,862,44,3.784,1,8.1,no,no,no,no,yes,no,no,no,NTT_005,NotA52,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,4,0,no,1,4,no,no,zero,1049,4,1.386,1,7.4,no,no,no,no,yes,no,no,yes,LND_006,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,5,0,no,0,0,no,no,explicit,1537,71,4.263,2,8,no,no,no,no,yes,no,no,yes,YKS_002,YksJV,NA,        ,male,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,5,0,no,0,0,no,no,zero,269,42,3.738,3,6.7,no,no,no,no,yes,no,no,no,SAL_025,IBLE,89,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,5,0,no,0,0,no,no,zero,320,22,3.091,1,7.2,no,no,no,no,no,no,no,no,SFK_037,HJWC,74,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,5,0,no,0,0,no,no,zero,81,47,3.85,3,7.2,no,no,no,no,yes,no,yes,yes,SAL_023,IBME,76,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,6,0,no,0,0,no,no,zero,1417,28,3.332,1,6.9,no,no,no,no,yes,no,no,no,LAN_020,WigWHJ,NA,        ,NA,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,6,0,no,0,0,no,no,zero,43,136,4.913,0,7.5,no,no,no,no,yes,no,no,no,KEN_011,KentPB,87,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,6,0,no,0,0,no,no,zero,751,47,3.85,1,7.2,no,no,no,no,no,no,no,yes,PER_001,PerSS,84,old     ,male,SCL,d_Scotland,PER     ,56.37,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,6,0,no,0,2,no,no,zero,316,92,4.522,0,6.4,no,no,no,no,yes,no,yes,no,NTT_012,ALI,78,old     ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,6,0,no,0,4,no,no,zero,1167,3,1.099,2,6.8,no,no,no,no,yes,no,no,yes,LND_006,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,know,c_past,c_past,we,a_other,9,0,no,0,0,no,no,zero,495,54,3.989,2,6.8,no,no,no,no,yes,no,no,no,SFK_037,HJWC,74,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,you,you,3,0,no,0,5,no,no,zero,9,53,3.97,1,7,no,no,yes,no,yes,no,no,no,NTT_010,NotA85,72,young   ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,know,c_past,c_past,you,you,6,2,no,0,0,no,no,zero,85,65,4.174,2,7.1,no,no,no,no,yes,no,no,no,SFK_007,RR1,70,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,c_past,c_past,you,you,8,0,yes,0,0,no,no,zero,827,65,4.174,1,7.2,no,no,no,no,no,no,no,no,SFK_012,WT,68,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,know,d_ing,d_ing,you,you,7,0,no,0,1,no,no,zero,999,13,2.565,2,7.5,no,no,no,no,no,no,no,no,LND_007,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,say,a_base,a_base_3sg,he,a_other,10,0,no,0,0,no,no,zero,1131,58,4.06,2,7.1,no,no,no,no,no,no,no,no,SFK_014,SufEAA2,74,young   ,NA,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,say,a_base,a_base_3sg,he,a_other,5,0,no,0,0,no,no,zero,3839,399,5.989,0,7.1,no,no,no,no,yes,no,yes,no,NTT_013,NotA8,NA,        ,male,Mid,b_England,NTT     ,53.01,b_FRED
